Sr No,Test Name,Test ID,Test Code,Dictionary ID,Profile,Test Amount,Cost Of Test,Outsource Amount,Minimum Selling Price,Revenue Cap,Test Type,Outsource Center,Sample Type,Test Category,Department Name,Accreditation,Integration Code,Short Text,CAP Test,Target TAT (HH:MM),Verification Status,Test Description
683,OSMOLALITY - URINE,5207308,C141,-,No,850,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
684,24 HOUR URINE PROTEIN CREATININE RATIO*,5207307,C1294,-,No,600,0.00,600,0.00,0.00,Pathology,SELF,Serum,Routine (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
685,"ESTRIOL, UNCONJUGATED (E3)",5207306,C090,-,No,1250,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
686,TROPONIN -I ,5207305,C175,-,No,1700,0.00,0,0.00,0.00,Pathology,SELF,EDTA WB,Serology,Pathology,Not enable,-,-,NO,-,Not Verified,
687,TISSUE TRANSGLUTAMINASE ANTIBODY IGA (TTG IgA),5207304,S103,-,No,1250,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
688,PRO-BETA NATRIURETIC PEPTIDE (BNP),5207303,C008,-,No,2850,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
689,PYRUVATE/PYUVIC ACID,5207302,C1291,-,No,3500,0.00,3500,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
690,CYTOLOGY For Malignant cells -Body Fluid,5207301,A001,-,No,550,0.00,0,0.00,0.00,Pathology,SELF,Fluid,Cytology,Pathology,Not enable,-,-,NO,-,Not Verified,
691,OSMOLALITY-SERUM,5207300,C140,-,No,850,0.00,0,0.00,0.00,Pathology,SELF,Serum,-,Pathology,Not enable,-,-,NO,-,Not Verified,
692,OSMOTIC FRAGILITY TEST,5207299,H044,-,No,1050,0.00,0,0.00,0.00,Pathology,SELF,Serum,-,Pathology,Not enable,-,-,NO,-,Not Verified,
693,P/S FOR MICROFLARIA,5207298,H555,-,No,250,0.00,0,0.00,0.00,Pathology,SELF,Serum,Routine (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
694,DENGUE IgM,5207297,S127,-,No,1200,0.00,0,0.00,0.00,Pathology,SELF,Serum,Serology,Pathology,Not enable,-,-,NO,-,Not Verified,
695,IMMUNOHISTOCHEMISTRY HER2NEU,5207296,A117,-,No,1750,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
696,IMMUNOGLOBULIN IgM,5207295,C116,-,No,550,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
697,ORAL GLUCOSE TOLERANCE TEST (OGTT)5 SAMPLE,5207294,C1300,-,No,250,0.00,0,0.00,0.00,Pathology,SELF,Fluoride Plasma,Biochemistry 1,Pathology,Not enable,-,GTT5,NO,-,Not Verified,
698,IMMUNOGLOBULIN A (IgA),5207293,C113,-,No,550.0,0.00,0.0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
699,HLA B-27 - PCR*,5207292,P034,-,No,3050.0,0.00,0.0,0.00,0.00,Pathology,SELF,EDTA WB,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
700,"TRUE DIABETESE TESTING- GLUCOSE FASTING,GLUCOSE PP,HBA1C",5207291,P643,-,No,449,0.00,0,0.00,0.00,File Report,SELF,Serum,-,Special Biochemistry,Not enable,-,-,NO,-,Not Verified,
701,HIV - QUANTITATIVE (VIRAL LOAD),5207290,P005,-,No,3850,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Immunology/Serology,Not enable,-,-,NO,-,Not Verified,
702,HEPATITIS E VIRUS -  (HEV IGM),5207289,S041,-,No,1600,0.00,1600,0.00,0.00,Pathology,SELF,Serum,Routine (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
703,Hepatitis C Antibody Elisa,5207288,S039,-,No,850,0.00,0,0.00,0.00,Pathology,SELF,Serum,Serology,Pathology,Not enable,-,-,NO,-,Not Verified,
704,Hepatitis B Envelope Antigen (HBeAg),5207287,S035,-,No,850,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
705,HEPATITIS CORE ANTIBODY IgM (Anti HBc-IgM)*,5207286,S040,-,No,1000,0.00,1000,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
706,OLIGOCLONAL BANDS CSF ELECTROPHORESIS BASED TEST,5207285,C230,-,No,4850,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
707,HELICOBACTER PYLORI IGA ANTIBODY,5207284,S136,-,No,1850,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
708,BILE ACIDS - TOTAL,5207283,C006,-,No,2450,0.00,0,0.00,0.00,Pathology,SELF,Serum,-,Pathology,Not enable,-,-,NO,-,Not Verified,
709,HEPATITIS B SURFACE ANTIBODY TOTAL(Anti Hbs),5207282,S036,-,No,850,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
710,FIBRINOGEN,5207281,H032,-,No,1250,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
711,HEPATITIS A VIRUS (HAV IgG),5207280,S033,-,No,950,0.00,0,0.00,0.00,Pathology,SELF,Serum,Serology,Pathology,Not enable,-,-,NO,-,Not Verified,
712,ERYTHROPOIETIN (EPO),5207279,C088,-,No,1950,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
713,DIGOXIN Level,5207278,C087,-,No,950,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
714,RUBELLA IgG AVIDITY,5207277,S249,-,No,1050,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
715,MUMPS- PCR,5207276,P027,-,No,3850,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
716,COPPER - SERUM,5207275,C071,-,No,1450,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
717,VITAMIN E (TOCOPHEROL),5207274,C215,-,No,5050,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
718,VITAMIN C (ASCORBIC ACID),5207273,C307,-,No,4250,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Immunology,Not enable,-,-,NO,-,Not Verified,
719,ANTI DS- DNA ANTIBODY - TITRE,5207272,S005,-,No,2450,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
720,ANTI-MUSCLE SPECIFIC KINASE ANTIBODY(MUSK Ab)-MYASTHENIA GRAVIS,5207271,C1260,-,No,7500,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
721,KOH PREPARATION FOR FUNGAL ELEMENTS ,5207270,M032,-,No,500,0.00,500,0.00,0.00,Pathology,SELF,Serum,-,Pathology,Not enable,-,-,NO,-,Not Verified,
722,RESULT FOR JAK2 (V617F) MUTATION,5207269,P194,-,No,5850,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
723,BLOOD (PNH) MARKER : CD 59,5207268,H103,-,No,1550,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
724,ANTI CARDIOLIPIN ANTIBODY IgA,5207267,S024,-,No,750,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
725,CATECHOLAMINES - PLASMA,5207266,C310,-,No,4850,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
726,ANTI NUCLEAR ANTIBODY-(ANA)* IFA,5207265,S013,-,No,2000,0.00,2000,540.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
727,ALLERGY- WITHOUT NON VEG (FOOD+INHALANT),5207264,C1239,-,No,6500,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
728,MILK ALLERGY,5207263,C645,-,No,5000,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
729,METHYLENE TETRAHYDROFOLATE REDUCTASE (MTHFR),5207262,P093,-,No,6850,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
730,BUCCAL SMEAR FOR CYTOLOGY,5207261,A107,-,No,450,0.00,0,0.00,0.00,Radiology,SELF,Serum,Histopathology,Pathology,Not enable,-,-,NO,-,Not Verified,
731,CA 72.4 (GASTRIC CANCER) - CANCER MARKERS,5207260,C138,-,No,2550,0.00,0,0.00,0.00,Radiology,SELF,Serum,Histopathology,Pathology,Not enable,-,-,NO,-,Not Verified,
732,SPUTUM FOR AFB STAIN,5207259,A057-C,-,No,300,0.00,0,0.00,0.00,Pathology,SELF,Sputum,Routine (Pathology),Microbiology,Not enable,-,-,NO,-,Not Verified,
733,RISK OF OVARIAN MALIGNANCY ALOGRITHM (ROMA),5207258,C297,-,No,4650,0.00,0,0.00,0.00,Radiology,SELF,Serum,Histopathology,Pathology,Not enable,-,-,NO,-,Not Verified,
734,UREA - 24Hrs. Urine,5207257,C1304,-,No,230,0.00,0,0.00,0.00,Pathology,SELF,Serum,Clinical Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,
735,HEPATITIS A VIRUS (HAV IgM)*,5207256,S032,-,No,1200,0.00,1200,0.00,0.00,Pathology,SELF,Serum,Serology,Immunology/Serology,Not enable,-,-,NO,54:0,Not Verified,
736,ANTI SS-A ANTIBODY,5207255,S075,-,No,1650.0,0.00,0.0,0.00,0.00,Pathology,SELF,Serum,-,Pathology,Not enable,-,-,NO,-,Not Verified,
737,CULTURE -URINE,5207254,M038,-,No,600,0.00,0,0.00,0.00,Pathology,SELF,Urine,Outsource,Microbiology,Not enable,-,-,NO,-,Not Verified,URINE SAMPLE (STERILE CONTAINER)
738,IRON PROFILE*,5207252,C1297,-,No,600,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Biochemistry,Not enable,-,-,NO,-,Not Verified,
739,PROTEIN C-FUNCTIONAL,5207251,H047,-,No,3450,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Biochemistry,Not enable,-,-,NO,-,Not Verified,
740,PROTEIN S-FUNCTIONAL,5207250,H048,-,No,3450,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Biochemistry,Not enable,-,-,NO,-,Not Verified,
741,HLA B-27,5207249,H035,-,No,1850,0.00,0,0.00,0.00,Pathology,SELF,EDTA WB,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
742,Homocysteine,5207248,C111,-,No,950,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,EDTA TUBE
743,HAEMOGRAM (CBC+ESR+PS),5207247,H554,-,No,500,0.00,0,0.00,0.00,Pathology,SELF,EDTA WB,Haematology,Hematology,Not enable,-,-,NO,-,Not Verified,
744,LEUCOCYTE ALKALINE PHOSPHATASE(LAP) SCORE,5207246,C1238,-,No,2050,0.00,0,0.00,0.00,Pathology,SELF,Serum,Serology,Pathology,Not enable,-,-,NO,-,Not Verified,
745,ANTI PHOSPHOLIPID ANTIBODY IgG*,5207245,S015,-,No,800,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,PLAIN TUBE (RANDOM)
746,ANTI PHOSPHOLIPID ANTIBODY IGM*,5207244,S016,-,No,800,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,PLAIN TUBE (RANDOM SAMPLE)
747,CHOLINESTERASE,5207243,C065,-,No,650,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,
748,CD4 ABSOLUTE COUNT(CD4),5207242,H548,-,No,1500,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
749,CARBAMAZEPINE (TEGRETOL/MAZETOL/CARBATOL),5207241,C056,-,No,950,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
750,CALCITONIN,5207240,C083,-,No,2250,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
751,BCR-ABL QUALITATIVE,5207239,P035,-,No,4850,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
752,BRUCELLA IGM ANTIBODIES - INFECTIOUS DISEASES,5207238,S023,-,No,1850,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
753,BRUCELLA IGG ANTIBODIES - INFECTIOUS DISEASES,5207237,S022,-,No,1850,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
754,PERITONEAL/ASCITIC FLUID ANALYSIS,5207236,C094,-,No,600,0.00,500,0.00,0.00,Pathology,SELF,Fluid,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
755,ANTI DS DNA ANTIBODY,5207235,S007,-,No,1850,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,PLAIN TUBE
756,BETA 2 GLYCOPROTEIN-1 ANTIBODY IGM*,5207234,C283,-,No,1650.0,0.00,0.0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
757,BETA 2 GLYCOPROTEIN-1 ANTIBODY IGG*,5207233,C282,-,No,1650,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
758,ANTI NEUTROPHILIC CYTOPLASMIC ANTIBODY (ANCA) - C,5207232,S001,-,No,1400.0,0.00,0.0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
759,FSH (FOLLICLE STIMULATING HORMONE),5207231,C098,-,No,600,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Immunology,Not enable,-,-,NO,-,Not Verified,
760,FLUORESCENT TREPONEMAL ANTIBODY ABSORPTION (FTA-AB),5207230,S106,-,No,3450,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
761,ACTH (ADRENOCORTICOTROPIC HORMONE)*,5207229,C010,-,No,2050,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
762,ADENOSINE DEAMINASE- FLUID,5207228,C250,-,No,500,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
763,PROSTATIC ACID PHOSPHATASE (PAP),5207227,C002,-,No,850,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
764,VMA - 24Hrs. Urine,5207226,C181,-,No,4500,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
765,WIDAL (TUBE AGGLUTINATION),5207225,S071,-,No,230,0.00,0,0.00,0.00,Pathology,SELF,Serum,Serology,Pathology,Not enable,-,-,NO,-,Not Verified,Widal Test - Tube Method
766,ALPHA HYDROXY BUTYRATE DEHYDROGENASE (HBDH)- LDH -1,5207224,C234,-,No,850,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,Vitamin D3 ( Metro )
767,"1, 25-Di HYDROXY CHOLECALCIFEROL
(Vitamin D3)",5207223,C224,-,No,3250,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Immunology,Not enable,-,-,NO,-,Not Verified,
768,VDRL  (SEROLOGY FOR SYPHILIS),5207221,S131,-,No,100,0.00,150,0.00,0.00,Pathology,SELF,Serum,Serology,Pathology,Not enable,-,-,NO,-,Not Verified,
769,SODIUM SPOT URINE,5207220,C1292,-,No,399,0.00,0,0.00,0.00,Pathology,SELF,Serum,E,Pathology,Not enable,-,-,NO,-,Not Verified,
770,URINE EXAMINATION ROUTINE,5207219,H001,-,No,70,0.00,0,0.00,0.00,Pathology,SELF,Urine,Clinical Pathology,Clinical Pathology,Not enable,-,URINE R/M,NO,-,Not Verified,
771,PREGNANCY TEST - URINE,5207218,C148,-,No,100,0.00,0,0.00,0.00,Pathology,SELF,Serum,Serology,Pathology,Not enable,-,-,NO,-,Not Verified,
772,MICROALBUMIN  CREATININE RATIO SPOT URINE,5207217,C249,-,No,550,0.00,0,0.00,0.00,Pathology,SELF,Urine,Biochemistry,Clinical Biochemistry,Not enable,-,ACR,NO,-,Not Verified,
773,KETONE,5207216,H198,-,No,150,0.00,0,0.00,0.00,Pathology,SELF,Serum,Clinical Pathology,Pathology,Not enable,-,-,NO,-,Not Verified,
774,BENCE JONES PROTEIN - URINE,5207215,C039,-,No,550,0.00,0,0.00,0.00,Pathology,SELF,Serum,Routine (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
775,SEMEN ANALYSIS,5207214,H005,-,No,450,0.00,440,0.00,0.00,Pathology,SELF,Serum,Clinical Pathology,Pathology,Not enable,-,-,NO,-,Not Verified,
776,TRIGLYCERIDES - Serum,5207213,C172,-,No,230,0.00,230,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Biochemistry,Not enable,-,-,NO,-,Not Verified,PLAIN SAMPLE (FASTING SAMPLE)
777,VITAMIN D 25-HYDROXY,5207212,C189,-,No,1350,0.00,1350,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Immunology,Not enable,-,-,NO,-,Not Verified,
778,TPHA (TREPONEMA PALLIDUM HAEMAGGIUTINATION)*,5207211,S065,-,No,750,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
779,TOXOPLASMA GONDII IgM,5207210,S063,-,No,550,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
780,TOXOPLASMA IgG AVIDITY,5207209,C1244,-,No,1050,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
781,17 - ALPHA OH PROGESTERONE - HORMONE ASSAYS,5207208,C001,-,No,1550,0.00,1550,0.00,0.00,Pathology,SELF,Serum,-,Pathology,Not enable,-,-,NO,-,Not Verified,
782,Culture & Sensitivity - Pus,5163286,Culture Sensitivity Pus,-,No,600,0.00,0,0.00,0.00,Pathology,SELF,Pus,Outsource,Microbiology,Not enable,-,-,NO,-,Not Verified,
783,Culture Sensitivity-Stool,5163285,Culture sensitivity-stool,-,No,800,0.00,0,0.00,0.00,Pathology,SELF,Stool,Outsource,Microbiology,Not enable,-,-,NO,-,Not Verified,
784,Culture Sensitivity-PUS,5163281,Culture sensitivity-sputum,-,No,600,0.00,600,0.00,0.00,Pathology,SELF,Sputum,Outsource,Microbiology,Not enable,-,-,NO,-,Not Verified,STERILE CONTAINER
785,Culture Sensitivity-Blood,5163280,Culture sensitivity-blood,-,No,1200,0.00,0,0.00,0.00,Pathology,SELF,Whole Blood,Outsource,Microbiology,Not enable,-,-,NO,-,Not Verified,
786,URINE CULTURE,5163279,Culture sensitivity-urine,-,No,600,0.00,0,0.00,0.00,Pathology,SELF,Urine,Outsource,Microbiology,Not enable,-,-,NO,-,Not Verified,URINE SAMPLE (STERILE CONTAINER)
787, MICROALBUMIN  RANDOM URINE MAU,5163278, MICROALBUMIN  RANDOM URINE MAU,-,No,550,0.00,0,0.00,0.00,Pathology,SELF,Urine,Biochemistry,Clinical Biochemistry,Not enable,-,-,NO,-,Not Verified,SPOT URINE SAMPLE
788,Culture Sensitivity-Body Fluid,5163277,Culture sensitivity-body fluid body fluid,-,No,700,0.00,0,0.00,0.00,Pathology,SELF,Fluid,Outsource,Microbiology,Not enable,-,-,NO,-,Not Verified,
789,Culture And Sensitivity- Semen,5163274,,-,No,800,0.00,0,0.00,0.00,Pathology,SELF,Semen,Outsource,Microbiology,Not enable,-,-,NO,-,Not Verified,
790,"TORCH  PROFILE   (IgG , IgM) 10 PARA*",5163272,TORCH II [ 10 PARA ],-,No,2000,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Immunology,Not enable,-,-,NO,-,Not Verified,
791,"TORCH  PROFILE   (IgG , IgM) 8 PARA*",5163271,TORCH I [ 8 PARA ],-,No,1800,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Immunology,Not enable,-,-,NO,-,Not Verified,
792,Thyroglobulin (Tg),5163269,Thyroglobulin (Tg),-,No,1650,0.00,1650,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
793,T4 ( Thyroxine),5163268,T4 ( THYROXINE),-,No,180,0.00,180,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Immunology,Not enable,-,-,NO,-,Not Verified,"2 ml of Serum (Serum)
Method : CLIA
Instrument : Centaur"
794,T3 ( Tri-Iodothyronine ),5163267,T3 ( TRI-IODOTHYRONINE ),-,No,180,0.00,180,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Immunology,Not enable,-,-,NO,-,Not Verified,2 ml of Serum (Serum)
795,Synovial Fluid Examination,5163266,SYNOVIAL FLUID EXAMINATION,-,No,600,0.00,600,0.00,0.00,Pathology,SELF,Serum,Cytology,Pathology,Not enable,-,-,NO,-,Not Verified,
796,Stool For Occult Blood,5163265,,-,No,200,0.00,0,0.00,0.00,Pathology,SELF,Stool,Clinical Pathology,Microbiology,Not enable,-,-,NO,-,Not Verified,
797,Stool Routine & Microscopic Examination,5163264,STOOL ANALYSIS REPORT,-,No,100,0.00,100,0.00,0.00,Pathology,SELF,Stool,Clinical Pathology,Microbiology,Not enable,-,-,NO,-,Not Verified,
798,Sodium ( Na ),5163263,Sodium ( Na ),-,No,399,0.00,0,0.00,0.00,Pathology,SELF,Serum,E,Biochemistry,Not enable,-,-,NO,-,Not Verified,
799,Sickling Test,5163262,SICKLING TEST,-,No,800,0.00,0,0.00,0.00,Pathology,SELF,Serum,Routine (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,Sickling Test
800,Sgpt ,5163261,SGPT ,-,No,100,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,
801,Sgot ,5163260,,-,No,100,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,
802,Free Testosteron,5163259,Free Testosteron,-,No,1150,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
803,Testosteron (Total),5163258,Testosteron (Total),-,No,600,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
804,TYPHIDOT IgG & IgM RAPID CARD,5163257,Salmonella typhi IgM (Card Test),-,No,450,0.00,400,0.00,0.00,Pathology,SELF,Serum,Serology,Pathology,Not enable,-,-,NO,-,Not Verified,
805,Gamma-Glutamyl Transferase (GGT),5163256,Gamma-Glutamyl Transferase (GGT),-,No,600,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,
806,Reticulocyte Count,5163255,RETICULOYTE COUNT,-,No,300,0.00,300,0.00,0.00,Pathology,SELF,Whole blood,Routine (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
807, Troponin T ,5163254,REPORT OF CARDIAC MARKERS ( TROPONIN T ),-,No,1600,0.00,1650,0.00,0.00,Pathology,SELF,Serum,Routine (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
808,Renal Function Test (Max),5163253,RENAL FUNCTION TEST (MAX),-,No,700,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Biochemistry,Not enable,-,-,NO,-,Not Verified,Biochemistry Test Report for Profile RFT Maxi - RFT I
809,Renal Function Test (Mini),5163252,RENAL FUNCTION TEST (MINI),-,No,600,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Biochemistry,Not enable,-,-,NO,-,Not Verified,Biochemistry Test Report for Profile RFT Mini - RFT II
810,TUBERCULOSIS - GAMMA INTERFERON - QUANTIFERON*,5163251,QuantiFERON-TB Gold ( QFT ) ,-,No,2250,0.00,2250,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,TB Gold ( Metro )
811,"Quadruple Marker Maternal Screen, Serum*",5163250,QUADRAPLE TEST,-,No,3250,0.00,3250,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
812,PARATHYROID HORMONE (PTH)*,5163249,PTH (PARATHYROID HORMONE),-,No,1800,0.00,1800,0.00,0.00,Pathology,SELF,EDTA Plasma,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
813,PROTHROMBIN TIME & INR*,5163248,PT CEP,-,No,500,0.00,249,0.00,0.00,Pathology,SELF,Plasma,Routine (Pathology),Pathology,Not enable,-,PT CEP,NO,-,Not Verified,
814,"Protein with Albumin, Globulin ratio",5163247,PROTEINS ( Serum ),-,No,200,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,
815,Prostate Specific Antigen ( PSA TOTAL  )*,5163246,PROSTATE SPECIFIC ANTIGEN ( PSA ),-,No,700,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,"2 ml of Serum (Serum)<br />
Method : CLIA<br />
Instrument : CL900i"
816,Prolactin ( Prl ),5163245,,-,No,600,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
817,PROGESTERONE,5163244,PROGESTERONE,-,No,800,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
818,Potassium,5163243,POTASSIUM,-,No,400,0.00,0,0.00,0.00,Pathology,SELF,Serum,E,Pathology,Not enable,-,-,NO,-,Not Verified,
819,Pleural Fluid Examination,5163242,PLEURAL FLUID EXAMINATION,-,No,600,0.00,0,0.00,0.00,Pathology,SELF,Serum,Cytology,Pathology,Not enable,-,-,NO,-,Not Verified,
